,Meat,Seafood,Mexican,Italian,Pork,Korean,Asian,Fish,Starch,Ground_meat
Broiled Parmesan Lemon Tilapia ,0.487216434086788,0.4869724528416503,0.003226311550633514,0.0032264613704549487,0.0032261907514429394,0.0032259248104194132,0.003226269916330178,0.0032269261123632925,0.0032261110794273985,0.003226917480490067
Broiled Tilapia Parmesan,0.14615513751376893,0.8038315444206147,0.0062524215915015745,0.0062518069713446735,0.00625197589794013,0.006250291767689522,0.006251832082500105,0.006252431452150769,0.006250744457818182,0.006251813844671436
Bronco Burger,0.4156925967944133,0.0034488614626623235,0.0034502419882892687,0.10511451832845928,0.003448816362456961,0.003449444888721256,0.003449226083511534,0.1585635277728518,0.003448857593581288,0.2999339087250531
Brown Sugar Meatloaf,0.25507769234605293,0.13879377341502971,0.007143641979367314,0.007143950097152937,0.007144794608992758,0.0071440831875649105,0.1682617484404473,0.007144008479316058,0.007143748254201301,0.3950025591918749
Buffalo Shrimp,0.5157597383600935,0.4546002440478172,0.0037052355833135622,0.0037044631385592885,0.0037050657083934338,0.0037055474289854826,0.0037053270981065164,0.0037047469139717373,0.0037045354946876356,0.0037050962260715184
Bulgogi Beef Korean Style Barbecue,0.4381124403278433,0.0027781295806215463,0.0027780092355385974,0.0027780171918990104,0.002778285498544178,0.5396618346517856,0.00277834268407642,0.0027783740195845355,0.0027783709558540366,0.0027781958542526775
Burrito Pie,0.004763038000603647,0.004762717909435347,0.39348373607680587,0.5684130551493667,0.004762587782472617,0.004763519474922658,0.004762897512526917,0.004763252601173392,0.004762661074070968,0.00476253441862183
Butchers Steak Hanger Steak,0.5769143798231635,0.3760192035506933,0.0058834445987876165,0.005882601817145405,0.005883782658460457,0.005883652434436762,0.005883552595033785,0.00588393171319721,0.005882767172705587,0.005882683636376194
Buttermilk Barbecue Chicken,0.005264601757173124,0.005263902300842922,0.1768803500958376,0.005263488149392541,0.7810082423125418,0.005263664996666731,0.005264142502081724,0.005264338905906972,0.00526353662289041,0.005263732356666261
Butternut Squash Risotto,0.17637987529971472,0.6448654140460093,0.005883381630187473,0.005884573443547937,0.005883068082967476,0.1375708236921975,0.0058830849442833115,0.0058832714499755774,0.005883485917558222,0.005883021493558566
Cabbage Patch Halibut,0.41960015403532586,0.003847393322136546,0.0038475631944018592,0.003846382599516992,0.003846527930941782,0.48341842410810604,0.0038471011221765405,0.07005296493511025,0.003846984594997738,0.0038465041572863386
Cajun Seafood Pasta,0.0038469271849197392,0.9653785844923912,0.0038466036637803784,0.0038471574377135945,0.0038466441680161697,0.003847091609728022,0.003846586470107654,0.0038471303625440866,0.0038467078068249484,0.003846566803974158
Cajun Shrimp Orecchiette,0.0050009364416446775,0.4950846447489508,0.005000505950787285,0.464909231354029,0.005000479421824774,0.00500134592179393,0.005000614702862247,0.005001206202852056,0.0050006644263716335,0.005000370828883589
Cajun Style Blackened Snapper,0.005557190747705585,0.00555725469716862,0.00555646669264479,0.005556268405702356,0.005556949718474015,0.005555982275634547,0.005556457947235361,0.9499909621359897,0.005556168269776228,0.005556299109668859
Cajun Style Meatloaf,0.7112980918340761,0.003031066456373674,0.0030309484730446827,0.0030309690965999374,0.0030307874391351307,0.003031426960952709,0.003031023881967349,0.0030311338776877824,0.003031193660846504,0.2644533583193161
Cajun Style Stuffed Peppers,0.3489719646316388,0.30667369360699626,0.003125694681374895,0.1336466622119315,0.0031253002927458377,0.13638481787029458,0.003125646231625519,0.003126012512520267,0.0031255002554478203,0.05869470770542436
Calamari Marinara,0.0030307714729680894,0.0030311998931443836,0.003030990639437644,0.0030313016344337422,0.0030306337303216864,0.003031006648207798,0.0030309828414448415,0.6912355924081249,0.28451708603685893,0.0030304346950579884
Calico Bean Casserole,0.643714735356735,0.004546145819883578,0.0045461981416637185,0.004546460663074902,0.004547261455733296,0.004546170414275255,0.20737947555076786,0.004545895869536208,0.004545780943851804,0.11708187578447829
Calico Beans,0.47922360182357054,0.004762999644082768,0.004763077015791089,0.004762291841824408,0.0047642830420791885,0.004762858391729335,0.4826721623240955,0.0047625443436141775,0.004762138399363905,0.004764043173849054
California Grilled Veggie Sandwich,0.09154934985935792,0.005000983997180785,0.005000251979694985,0.4110296141391672,0.00500026612611535,0.005000363622160246,0.005000441572710126,0.4624169958948072,0.005000797331588219,0.0050009354772179845
Calzone,0.005556609231707412,0.005557170519476639,0.005556428783412655,0.14525913668248974,0.00555677444696846,0.00555638922860646,0.005557071349151207,0.00555626278779194,0.810286749289673,0.00555740768072229
Camp David Spaghetti With Italian Sausage,0.12939058041905943,0.004167613829619228,0.004167183401762805,0.7863757309336716,0.004167210860759008,0.004167230836518339,0.0041671355338658116,0.004167795682535818,0.05506243505823529,0.004167083443972557
Campbellsr Slow Cooker Savory Pot Roast,0.9526261419808835,0.0052640493735335745,0.005264376676298933,0.005264136873336077,0.005264206743096744,0.005263290270290325,0.005263474016149793,0.005263510922829199,0.005263348680614653,0.005263464462967219
Canadian Pork Loin Chops,0.0023259994212025824,0.0023259413141487406,0.002325820893947834,0.0023258453150090926,0.43029947755046244,0.002326566502080473,0.0023259991571095715,0.5510918441595593,0.0023259724685722565,0.00232653321790776
Capers And Halibut,0.007693811798571985,0.007696234841359313,0.007692697730459453,0.007692819260325102,0.007693561786186141,0.007693309830046577,0.007693018081908264,0.9307574311874238,0.007693187126248104,0.0076939283574712644
Carne Guisada Iii,0.8499371955818513,0.006251394668464215,0.10005041770429784,0.006252582525416666,0.006251119719195426,0.006252095202487985,0.006251603491393411,0.006250784923820567,0.006251042200704162,0.006251763982368347
Carnitas   Pressure Cooker,0.00555678235393352,0.005556311452888916,0.09410476945340568,0.005556378349606955,0.320470759273916,0.005556567746768119,0.005557107271349891,0.5465292474096425,0.005556038064549766,0.005556038623938716
Cauliflower Fried Rice,0.6019377151906268,0.006667490049167272,0.006667078638631719,0.0066680101874010324,0.006670266272842568,0.3447178796708626,0.006668467669204109,0.006667392881699525,0.00666748309328385,0.006668216346280578
Cavatini Ii,0.004000763809430506,0.004000469984700715,0.004000299606448415,0.8671099770547043,0.004000208443708903,0.004001054610530183,0.004000349096641252,0.004000565675816104,0.004000324446069523,0.10088598727195
Cedar Plank Grilled Salmon With Garlic Lemon And Dill,0.2600222935172039,0.005884036507221535,0.005882570476360898,0.005882719333608793,0.005882971517879887,0.005883156287373958,0.005882890216383228,0.6929129755339718,0.005882691314853106,0.005883695295142959
Cedar Planked Salmon,0.005556035117231143,0.005555882305735166,0.005555823538016077,0.0055559346077317375,0.0055559136046515545,0.576350554350228,0.37920166521616316,0.005556541833391569,0.005555836047836943,0.005555813379014572
Champagne Shrimp And Pasta,0.0043483210700437,0.7514989707508161,0.004348000656302773,0.21371417929997322,0.004348113955039707,0.004348006637099423,0.004347995763087799,0.0043487857358745306,0.004349676102675302,0.004347950029087389
Charleston Shrimp N Gravy,0.4432279467244811,0.2872090213508763,0.004763492791888816,0.004762784890063108,0.004762660526833167,0.0047631323976833045,0.004762821562244923,0.23622295074013092,0.0047624260782017725,0.00476276293759672
Charleys Slow Cooker Mexican Style Meat,0.005001304957017041,0.00500083800689823,0.005001822394789973,0.005000783406654865,0.28007451573108444,0.2667425228798742,0.00500137583411776,0.4181753035193356,0.005000676716723886,0.005000856553504214
Cheater Pierogi,0.6954107732992725,0.003572362815882946,0.0035720277357917706,0.18859692981357395,0.003571730643697776,0.0035715204726946117,0.09098874836959621,0.0035718535725468886,0.003572035085612879,0.0035720181913305796
Cheesy Ham Potato Bake,0.30783165874518487,0.2994032609742505,0.005001529137781192,0.1958114772308802,0.005000712580743411,0.005000642562535211,0.005001219087254397,0.005001084794417605,0.005000511667144371,0.16694790321980824
Cheesy Sausage Pasta,0.004763232191320687,0.10188836798587889,0.004762788142824725,0.8600073681604185,0.004762386703650161,0.004762865351088128,0.0047636302967346885,0.004764779394845196,0.004762463909483974,0.004762117863755128
Cheesy Sausage Zucchini Casserole,0.005557628639524106,0.005556901358266576,0.005556153507822626,0.8277674710247592,0.005560772490723892,0.12777200217885182,0.0055588175358195725,0.005556846675160844,0.005556982091819932,0.005556424497251547
Chef Johns American Goulash,0.3567956043762842,0.0032269474399186583,0.0032266534163871317,0.4450197185481739,0.0032264400397188325,0.0687066310522644,0.003226740351484122,0.00322692939623477,0.11011809084347145,0.0032262445360624666
Chef Johns Baby Porchetta,0.16520486636807835,0.0047628608405379655,0.004762311214706559,0.004762226588772492,0.29670130141016626,0.004762606024340944,0.004762672549930309,0.5047559876218749,0.00476245331202378,0.004762714069568294
Chef Johns Baked Eggs,0.09925318064693456,0.4599702495322763,0.004762323456812422,0.00476289734212482,0.004762622471279534,0.00476257474843972,0.004762478117701949,0.004762952714300451,0.40743830953136134,0.004762411438769106
Chef Johns Baked Lemon Pepper Salmon,0.10770566841978098,0.0052639071634669864,0.005263501274019405,0.00526358405525741,0.22886599661107268,0.13226095606961377,0.005263655983326849,0.4995854152085841,0.005263440093311595,0.005263875121566415
Chef Johns Baked Mushroom Risotto,0.24721802210912971,0.5249832609313407,0.0038475222797314797,0.0038468548527668604,0.003846515954612371,0.0038471986572266442,0.00384654324717623,0.0038468274328658514,0.20087087071910176,0.0038463838160483154
Chef Johns Barbecue Chicken ,0.005557784671493231,0.005556856486601458,0.0055588412453706935,0.005556419420623233,0.822715020349691,0.1328275611513197,0.005557109408642645,0.005557057619835359,0.005556957168299476,0.005556392478123112
Chef Johns Beans And Greens,0.4462148148872486,0.0034491319172710805,0.003449022585145921,0.003448583769775121,0.003448588045417839,0.0034485572146879828,0.003448588546061929,0.5261954326343976,0.0034489353609144535,0.0034483450390793637
Chef Johns Beef Braciole,0.11660337265757387,0.004000907697604758,0.0040004976444483285,0.34788047137121025,0.004000668333825155,0.004000815674268773,0.004001037201288957,0.5075097984798943,0.004001204862915134,0.004001226076970454
Chef Johns Beef Rendang ,0.0030311333377279746,0.003031326287665541,0.0030306027450253343,0.003030609139240978,0.0030307296971658635,0.09730967712368692,0.7078281716645737,0.003031476452308093,0.1736455186892858,0.003030754863319865
Chef Johns Blt Pasta ,0.459937400431026,0.5036918957084207,0.0045457667054766724,0.004546900845951327,0.004546142914786671,0.004545723920865888,0.004545995365498893,0.004547269943279725,0.004547167561831585,0.004545736602862708
Chef Johns Boneless Whole Turkey,0.4648432807382146,0.4551504088366589,0.010000935959911486,0.010001291315392615,0.010001214495039495,0.010000175962912953,0.010000577102538787,0.010001155310018266,0.01000070976716788,0.010000250512145056
Chef Johns Braised Lamb Shanks,0.28712478714210316,0.0028575225652112913,0.309403877565299,0.0028576548697445726,0.0028576580187878054,0.0028578965393179635,0.08517270665930665,0.301153011214864,0.002857488074938729,0.002857397350426999
Chef Johns Brazilian Fish Stew,0.45471468461283376,0.0025646597963415556,0.002564691391221426,0.0025649429315188913,0.002564407685171653,0.10557382654226564,0.0025647910355434474,0.4217588515773005,0.0025646156074721916,0.00256452882033085
Chef Johns Caramel Pork Belly ,0.00416754921058606,0.0041671525375978485,0.004167057141446848,0.004167111065890402,0.004167636556275537,0.2281531951781071,0.5194428104214645,0.22323292996212074,0.004167346010347274,0.004167211916163767
Chef Johns Cashew Chicken ,0.002703408703686837,0.002703192103412377,0.0027037447678254084,0.0027029688725952353,0.002703308198230835,0.21464356064180873,0.7637301361656722,0.0027035606805117236,0.002703130543498259,0.0027029893227584214
Chef Johns Cassoulet,0.9854807186161797,0.001613273186067973,0.0016130769717346448,0.0016131899222209683,0.0016134911005345172,0.0016131272030149343,0.0016131007555675145,0.0016132005564672635,0.001613401019619302,0.0016134206685932287
Chef Johns Chicken French ,0.0034494117147707503,0.6875418395044314,0.2848668919955673,0.0034486677578250352,0.0034489954454531525,0.0034486724076308014,0.0034489425768570547,0.003449084952853764,0.0034488823635530274,0.0034486112810577243
Chef Johns Chicken Marsala ,0.00476318159947098,0.716618313891284,0.0974225774052318,0.004762352141668439,0.004762480774733651,0.004763104065361724,0.15261876061373217,0.004764503840566592,0.004762692210990037,0.004762033456960766
Chef Johns Chicken Teriyaki ,0.004348566297593888,0.004348117823744002,0.3075790912622535,0.004348138215050316,0.004348646163555364,0.6576330742199484,0.0043490768387708335,0.0043481955004422215,0.004348614651656838,0.0043484790269844985
Chef Johns City Chicken ,0.8721908597863213,0.004762864556351235,0.004762665660237308,0.004762382584149769,0.004763126923853194,0.004762193855540865,0.08970767798534326,0.004762532475763888,0.004763127484801719,0.004762568687637442
Chef Johns Classic Beef Stroganoff,0.9590826185164647,0.0045471288553685825,0.004546479260665919,0.00454604618126488,0.004546586910837328,0.004546294484393824,0.004546213439405722,0.004546609450698884,0.004546046070449126,0.004545976830451049
Chef Johns Copycat Mcribr Sandwich,0.004348789243151541,0.00434814825352785,0.0043498609830597374,0.0043483189807716534,0.26192490002015356,0.08286774483125084,0.17532130517219865,0.3150591102060717,0.00434868853041664,0.14308313377939788
Chef Johns Corned Beef And Cabbage ,0.9437447394304128,0.0062502621998275195,0.006250577863767788,0.0062503928926671065,0.006251390163450563,0.00625020703615013,0.0062507936369877795,0.006250499625495168,0.006250490866347852,0.0062506462848931545
Chef Johns Crab Cakes,0.5907383877768665,0.19462176626678993,0.005000557244924645,0.005000714653929733,0.17963410907835736,0.0050005712081382814,0.0050005946506324955,0.005000556558771338,0.005000522811938212,0.005002219749651502
Chef Johns Crab Stuffed Sole,0.4547917769632306,0.2285899677189037,0.004765437725177475,0.004762359267583978,0.004762455131346775,0.00476247421265335,0.004762457674337521,0.28327822850870005,0.004762182331439539,0.004762660466626974
